cole_depto_ubicacion,cole_mcpio_ubicacion,estu_depto_presentacion,estu_depto_reside,fami_tienecomputador,fami_tieneinternet,punt_matematicas,punt_lectura_critica,punt_ingles,punt_c_naturales,punt_sociales_ciudadanas,punt_global,grupo_tec
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,66.0,55.0,55.0,70.0,55.0,305.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,No,19.0,28.0,34.0,26.0,28.0,130.0,Sin acceso
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,No,19.0,28.0,34.0,26.0,28.0,130.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,51.0,49.0,61.0,42.0,257.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,49.0,57.0,42.0,50.0,250.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,40.0,40.0,49.0,39.0,34.0,195.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,63.0,63.0,76.0,62.0,65.0,321.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,50.0,50.0,46.0,41.0,49.0,237.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,42.0,43.0,49.0,39.0,43.0,212.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,58.0,47.0,48.0,53.0,52.0,261.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,51.0,59.0,70.0,61.0,308.0,Computador + internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,Si,No,56.0,55.0,45.0,50.0,46.0,256.0,Solo computador
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,Si,No,63.0,48.0,44.0,44.0,53.0,257.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,77.0,75.0,78.0,66.0,72.0,365.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,38.0,44.0,48.0,45.0,35.0,205.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,52.0,43.0,38.0,48.0,46.0,233.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,52.0,62.0,68.0,49.0,47.0,268.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,52.0,62.0,68.0,49.0,47.0,268.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,73.0,70.0,61.0,75.0,68.0,353.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,36.0,36.0,48.0,39.0,50.0,204.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,63.0,82.0,62.0,65.0,329.0,Computador + internet
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,41.0,35.0,41.0,42.0,39.0,197.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,56.0,61.0,59.0,60.0,58.0,295.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,48.0,43.0,43.0,45.0,43.0,223.0,Computador + internet
SANTANDER,SOCORRO,SANTANDER,SANTANDER,Si,Si,48.0,43.0,43.0,45.0,43.0,223.0,Computador + internet
SANTANDER,SIMACOTA,SANTANDER,SANTANDER,No,Si,44.0,51.0,34.0,35.0,50.0,221.0,Solo internet
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,No,38.0,41.0,44.0,38.0,50.0,210.0,Sin acceso
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,No,55.0,60.0,46.0,57.0,58.0,283.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,49.0,54.0,46.0,53.0,49.0,254.0,Computador + internet
SANTANDER,BARICHARA,SANTANDER,SANTANDER,Si,Si,63.0,65.0,55.0,62.0,61.0,311.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,53.0,49.0,43.0,44.0,39.0,229.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,39.0,41.0,47.0,41.0,46.0,211.0,Computador + internet
SANTANDER,OIBA,SANTANDER,SANTANDER,No,No,54.0,40.0,39.0,55.0,45.0,239.0,Sin acceso
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,40.0,45.0,49.0,52.0,41.0,224.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,59.0,54.0,49.0,56.0,53.0,275.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,61.0,58.0,56.0,57.0,57.0,290.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,47.0,47.0,54.0,47.0,54.0,246.0,Computador + internet
SANTANDER,CONCEPCION,SANTANDER,SANTANDER,No,No,34.0,45.0,47.0,41.0,33.0,195.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,64.0,60.0,50.0,67.0,68.0,318.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,64.0,60.0,50.0,67.0,68.0,318.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,43.0,43.0,43.0,40.0,35.0,202.0,Computador + internet
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,Si,Si,73.0,73.0,75.0,70.0,71.0,361.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,71.0,62.0,58.0,66.0,64.0,326.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,No,46.0,51.0,41.0,47.0,47.0,236.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,56.0,65.0,69.0,66.0,65.0,317.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,82.0,66.0,60.0,69.0,65.0,348.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,82.0,66.0,60.0,69.0,65.0,348.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,No,38.0,34.0,34.0,36.0,35.0,178.0,Solo computador
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,51.0,46.0,52.0,47.0,41.0,233.0,Solo internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,Si,51.0,46.0,52.0,47.0,41.0,233.0,Solo internet
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,52.0,50.0,49.0,54.0,52.0,259.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,73.0,81.0,65.0,58.0,331.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,73.0,81.0,65.0,58.0,331.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,58.0,55.0,65.0,61.0,313.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,69.0,58.0,55.0,65.0,61.0,313.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,79.0,73.0,86.0,72.0,76.0,379.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,70.0,59.0,44.0,56.0,61.0,300.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,40.0,46.0,41.0,48.0,46.0,223.0,Computador + internet
SANTANDER,GUACA,SANTANDER,SANTANDER,No,No,32.0,30.0,35.0,40.0,31.0,167.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,54.0,60.0,48.0,50.0,59.0,276.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,54.0,60.0,48.0,50.0,59.0,276.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,65.0,71.0,68.0,74.0,345.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,65.0,58.0,64.0,67.0,314.0,Computador + internet
SANTANDER,ARATOCA,SANTANDER,SANTANDER,No,No,56.0,66.0,45.0,56.0,59.0,291.0,Sin acceso
SANTANDER,ARATOCA,SANTANDER,SANTANDER,No,No,56.0,66.0,45.0,56.0,59.0,291.0,Sin acceso
SANTANDER,GUADALUPE,SANTANDER,SANTANDER,No,No,51.0,59.0,49.0,47.0,51.0,259.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,53.0,75.0,67.0,54.0,53.0,297.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,25.0,51.0,42.0,44.0,41.0,202.0,Solo internet
SANTANDER,VILLANUEVA,SANTANDER,SANTANDER,No,No,52.0,47.0,54.0,56.0,47.0,254.0,Sin acceso
SANTANDER,BOLIVAR,SANTANDER,SANTANDER,No,No,45.0,29.0,53.0,47.0,31.0,196.0,Sin acceso
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,Si,No,59.0,61.0,55.0,59.0,51.0,286.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,93.0,60.0,60.0,70.0,59.0,348.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,45.0,48.0,49.0,48.0,42.0,230.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,No,67.0,60.0,52.0,58.0,54.0,296.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,51.0,50.0,51.0,40.0,44.0,233.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,51.0,50.0,51.0,40.0,44.0,233.0,Solo internet
SANTANDER,PALMAR,SANTANDER,SANTANDER,Si,No,40.0,41.0,48.0,58.0,48.0,234.0,Solo computador
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,49.0,58.0,58.0,54.0,63.0,281.0,Computador + internet
SANTANDER,SIMACOTA,SANTANDER,SANTANDER,Si,Si,60.0,59.0,60.0,63.0,52.0,293.0,Computador + internet
SANTANDER,SIMACOTA,SANTANDER,SANTANDER,Si,Si,60.0,59.0,60.0,63.0,52.0,293.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,40.0,52.0,46.0,48.0,49.0,236.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,No,63.0,50.0,50.0,53.0,51.0,270.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,50.0,38.0,40.0,40.0,41.0,210.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,28.0,37.0,40.0,37.0,31.0,169.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,29.0,51.0,45.0,42.0,37.0,201.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,29.0,51.0,45.0,42.0,37.0,201.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,60.0,61.0,56.0,63.0,63.0,307.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,60.0,61.0,56.0,63.0,63.0,307.0,Computador + internet
SANTANDER,OIBA,SANTANDER,SANTANDER,Si,Si,75.0,67.0,60.0,66.0,67.0,340.0,Computador + internet
SANTANDER,OIBA,SANTANDER,SANTANDER,Si,Si,75.0,67.0,60.0,66.0,67.0,340.0,Computador + internet
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,75.0,68.0,70.0,71.0,74.0,359.0,Sin acceso
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,75.0,68.0,70.0,71.0,74.0,359.0,Sin acceso
SANTANDER,OCAMONTE,SANTANDER,SANTANDER,No,No,53.0,58.0,65.0,65.0,63.0,300.0,Sin acceso
SANTANDER,HATO,SANTANDER,SANTANDER,Si,No,45.0,62.0,55.0,48.0,53.0,261.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,39.0,56.0,35.0,45.0,57.0,241.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,52.0,56.0,52.0,54.0,53.0,267.0,Computador + internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,Si,41.0,38.0,36.0,39.0,38.0,194.0,Solo internet
SANTANDER,CIMITARRA,SANTANDER,SANTANDER,No,Si,41.0,38.0,36.0,39.0,38.0,194.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,63.0,61.0,64.0,68.0,321.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,63.0,63.0,61.0,64.0,68.0,321.0,Computador + internet
SANTANDER,LEBRIJA,SANTANDER,SANTANDER,No,No,36.0,47.0,36.0,41.0,33.0,195.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,46.0,58.0,36.0,47.0,44.0,239.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,46.0,58.0,36.0,47.0,44.0,239.0,Sin acceso
SANTANDER,PALMAR,SANTANDER,SANTANDER,No,No,64.0,47.0,39.0,62.0,55.0,278.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,50.0,49.0,40.0,40.0,223.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,50.0,49.0,40.0,40.0,223.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,46.0,54.0,35.0,44.0,46.0,233.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,50.0,62.0,53.0,59.0,49.0,274.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,Si,47.0,47.0,43.0,46.0,37.0,221.0,Solo internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,Si,52.0,57.0,44.0,37.0,46.0,238.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,No,No,51.0,56.0,54.0,53.0,55.0,269.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,Si,69.0,59.0,56.0,65.0,53.0,305.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,50.0,53.0,54.0,54.0,51.0,261.0,Computador + internet
SANTANDER,GUACA,SANTANDER,SANTANDER,No,No,51.0,46.0,50.0,49.0,50.0,245.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,65.0,48.0,54.0,59.0,49.0,276.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,44.0,43.0,52.0,39.0,45.0,217.0,Sin acceso
SANTANDER,SUCRE,SANTANDER,SANTANDER,No,Si,50.0,37.0,56.0,50.0,47.0,234.0,Solo internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,42.0,49.0,46.0,50.0,44.0,231.0,Computador + internet
SANTANDER,GIRON,SANTANDER,SANTANDER,No,No,26.0,30.0,43.0,31.0,34.0,157.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,48.0,54.0,35.0,51.0,45.0,243.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,No,No,54.0,56.0,47.0,56.0,56.0,275.0,Sin acceso
SANTANDER,CIMITARRA,ANTIOQUIA,SANTANDER,Si,No,27.0,39.0,45.0,35.0,27.0,164.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,52.0,46.0,41.0,55.0,41.0,240.0,Solo computador
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,55.0,63.0,52.0,52.0,51.0,275.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,50.0,52.0,49.0,37.0,40.0,225.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,54.0,57.0,48.0,56.0,60.0,281.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,49.0,60.0,38.0,53.0,51.0,260.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,65.0,67.0,69.0,69.0,48.0,314.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,65.0,67.0,69.0,69.0,48.0,314.0,Computador + internet
SANTANDER,ONZAGA,SANTANDER,SANTANDER,No,No,60.0,55.0,59.0,57.0,55.0,284.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,52.0,49.0,45.0,47.0,49.0,245.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,52.0,49.0,45.0,47.0,49.0,245.0,Solo internet
SANTANDER,GUADALUPE,SANTANDER,SANTANDER,No,No,43.0,49.0,49.0,50.0,62.0,254.0,Sin acceso
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,No,53.0,44.0,54.0,46.0,40.0,232.0,Sin acceso
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,No,No,43.0,47.0,41.0,52.0,39.0,225.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,100.0,77.0,88.0,100.0,76.0,441.0,Computador + internet
SANTANDER,PUERTO WILCHES,SANTANDER,SANTANDER,Si,No,46.0,47.0,46.0,54.0,46.0,240.0,Solo computador
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,66.0,65.0,67.0,57.0,61.0,313.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,66.0,65.0,67.0,57.0,61.0,313.0,Computador + internet
SANTANDER,CURITI,SANTANDER,SANTANDER,No,No,49.0,53.0,53.0,58.0,63.0,278.0,Sin acceso
SANTANDER,GUAPOTA,SANTANDER,SANTANDER,No,No,72.0,63.0,38.0,67.0,74.0,333.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,64.0,58.0,51.0,67.0,57.0,303.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,48.0,41.0,48.0,38.0,43.0,215.0,Computador + internet
SANTANDER,CONCEPCION,SANTANDER,SANTANDER,No,No,38.0,37.0,36.0,37.0,45.0,195.0,Sin acceso
SANTANDER,VELEZ,SANTANDER,SANTANDER,No,No,40.0,49.0,50.0,45.0,53.0,235.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,47.0,56.0,57.0,50.0,38.0,242.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,83.0,74.0,77.0,82.0,100.0,421.0,Computador + internet
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,Si,Si,83.0,74.0,77.0,82.0,100.0,421.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,57.0,63.0,59.0,62.0,52.0,293.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,57.0,55.0,49.0,61.0,55.0,282.0,Solo computador
SANTANDER,FLORIAN,SANTANDER,SANTANDER,Si,Si,59.0,59.0,41.0,38.0,47.0,250.0,Computador + internet
SANTANDER,FLORIAN,SANTANDER,SANTANDER,Si,Si,59.0,59.0,41.0,38.0,47.0,250.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,73.0,60.0,54.0,62.0,66.0,322.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,73.0,60.0,54.0,62.0,66.0,322.0,Computador + internet
SANTANDER,OCAMONTE,SANTANDER,SANTANDER,No,No,59.0,50.0,51.0,50.0,34.0,242.0,Sin acceso
SANTANDER,OCAMONTE,SANTANDER,SANTANDER,No,No,59.0,50.0,51.0,50.0,34.0,242.0,Sin acceso
SANTANDER,MOLAGAVITA,SANTANDER,SANTANDER,Si,No,57.0,57.0,63.0,66.0,60.0,301.0,Solo computador
SANTANDER,SOCORRO,SANTANDER,SANTANDER,No,No,36.0,43.0,59.0,37.0,31.0,194.0,Sin acceso
SANTANDER,GIRON,SANTANDER,SANTANDER,Si,No,38.0,40.0,49.0,49.0,46.0,218.0,Solo computador
SANTANDER,CERRITO,SANTANDER,SANTANDER,No,No,29.0,37.0,36.0,38.0,36.0,175.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,No,No,56.0,50.0,50.0,57.0,53.0,269.0,Sin acceso
SANTANDER,LANDAZURI,SANTANDER,SANTANDER,No,No,70.0,69.0,57.0,77.0,72.0,354.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,76.0,57.0,79.0,63.0,59.0,325.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,57.0,55.0,50.0,59.0,56.0,281.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,79.0,63.0,100.0,79.0,69.0,373.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,No,52.0,45.0,60.0,57.0,54.0,263.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,65.0,69.0,67.0,60.0,327.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,68.0,65.0,69.0,67.0,60.0,327.0,Computador + internet
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,72.0,71.0,52.0,66.0,68.0,340.0,Computador + internet
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,No,No,49.0,48.0,39.0,47.0,38.0,225.0,Sin acceso
SANTANDER,CAPITANEJO,SANTANDER,SANTANDER,No,No,62.0,67.0,50.0,59.0,62.0,309.0,Sin acceso
SANTANDER,VELEZ,SANTANDER,SANTANDER,Si,Si,70.0,71.0,82.0,67.0,67.0,349.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,Si,Si,51.0,60.0,53.0,45.0,58.0,267.0,Computador + internet
SANTANDER,EL CARMEN,SANTANDER,SANTANDER,No,No,40.0,41.0,40.0,43.0,38.0,202.0,Sin acceso
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,No,39.0,45.0,41.0,43.0,46.0,215.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,46.0,52.0,39.0,47.0,34.0,222.0,Solo internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,Si,46.0,52.0,39.0,47.0,34.0,222.0,Solo internet
SANTANDER,ZAPATOCA,SANTANDER,SANTANDER,No,No,52.0,54.0,49.0,48.0,54.0,259.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,No,54.0,45.0,55.0,38.0,37.0,222.0,Solo computador
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,40.0,42.0,44.0,34.0,41.0,198.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,40.0,42.0,44.0,34.0,41.0,198.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,51.0,67.0,46.0,57.0,56.0,284.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,44.0,54.0,50.0,45.0,52.0,244.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,No,No,51.0,60.0,44.0,56.0,53.0,270.0,Sin acceso
SANTANDER,SABANA DE TORRES,SANTANDER,SANTANDER,Si,Si,65.0,71.0,75.0,74.0,81.0,364.0,Computador + internet
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,59.0,57.0,46.0,58.0,62.0,289.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,60.0,69.0,73.0,67.0,64.0,328.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,39.0,42.0,37.0,43.0,31.0,193.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,Si,39.0,42.0,37.0,43.0,31.0,193.0,Computador + internet
SANTANDER,FLORIDABLANCA,SANTANDER,SANTANDER,Si,No,32.0,63.0,30.0,36.0,52.0,223.0,Solo computador
SANTANDER,CHARALA,SANTANDER,SANTANDER,No,No,40.0,34.0,40.0,40.0,36.0,188.0,Sin acceso
SANTANDER,FLORIAN,SANTANDER,SANTANDER,No,No,38.0,51.0,38.0,47.0,48.0,227.0,Sin acceso
SANTANDER,BARRANCABERMEJA,SANTANDER,SANTANDER,No,No,52.0,55.0,48.0,52.0,56.0,267.0,Sin acceso
SANTANDER,BUCARAMANGA,SANTANDER,SANTANDER,Si,Si,53.0,59.0,66.0,61.0,67.0,302.0,Computador + internet
SANTANDER,JESUS MARIA,SANTANDER,SANTANDER,No,No,58.0,59.0,53.0,50.0,55.0,277.0,Sin acceso
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,No,52.0,53.0,43.0,46.0,51.0,250.0,Solo computador
SANTANDER,CURITI,SANTANDER,SANTANDER,Si,No,52.0,53.0,43.0,46.0,51.0,250.0,Solo computador
SANTANDER,PUENTE NACIONAL,SANTANDER,SANTANDER,No,No,53.0,56.0,49.0,55.0,59.0,277.0,Sin acceso
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,Si,No,57.0,59.0,59.0,58.0,65.0,298.0,Solo computador
SANTANDER,EL PLAYON,SANTANDER,SANTANDER,Si,No,57.0,59.0,59.0,58.0,65.0,298.0,Solo computador
SANTANDER,MALAGA,SANTANDER,SANTANDER,No,No,47.0,49.0,50.0,52.0,54.0,252.0,Sin acceso
SANTANDER,PIEDECUESTA,SANTANDER,SANTANDER,Si,Si,77.0,62.0,74.0,67.0,56.0,331.0,Computador + internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,54.0,48.0,40.0,44.0,37.0,227.0,Solo internet
SANTANDER,SAN GIL,SANTANDER,SANTANDER,No,Si,54.0,48.0,40.0,44.0,37.0,227.0,Solo internet
SANTANDER,TONA,SANTANDER,SANTANDER,No,No,56.0,60.0,42.0,61.0,56.0,285.0,Sin acceso
SANTANDER,SAN VICENTE DE CHUCURI,SANTANDER,SANTANDER,No,No,44.0,51.0,48.0,43.0,53.0,239.0,Sin acceso
SANTANDER,RIONEGRO,CESAR,SANTANDER,No,No,44.0,39.0,35.0,39.0,29.0,188.0,Sin acceso
SANTANDER,RIONEGRO,CESAR,SANTANDER,No,No,44.0,39.0,35.0,39.0,29.0,188.0,Sin acceso
SANTANDER,RIONEGRO,SANTANDER,SANTANDER,No,No,41.0,42.0,51.0,48.0,38.0,215.0,Sin acceso
